-7.03011,-6.88249,0,0,0,0.351211,0.936296,0,3
-6.3504,-6.26046,0,0,0,0.250831,0.968031,0,3
-5.88011,-6.05965,0,0,0,0.216609,0.976258,0,3
-4.9651,-5.84029,0,0,0,-0.0286051,0.999591,0,3
-4.00197,-6.06149,0,0,0,-0.116632,0.993175,0,3
-3.04106,-5.98934,0,0,0,0.0908137,0.995868,0,3
-2.11127,-5.81746,0,0,0,0.0866519,0.996239,0,3
-1.18982,-5.66061,0,0,0,0.08441,0.996431,0,3
-0.25522,-5.50076,0,0,0,0.0840465,0.996462,0,3
0.626381,-5.35309,0,0,0,0.0816377,0.996662,0,3
1.56532,-5.18928,0,0,0,0.0873514,0.996178,0,3
2.47404,-4.92787,0,0,0,0.253873,0.967238,0,3
2.82736,-4.53164,0,0,0,0.513127,0.858313,0,3
3.01683,-3.62301,0,0,0,0.655233,0.755427,0,3
3.17479,-2.68733,0,0,0,0.650892,0.759171,0,3
2.93752,-1.97114,0,0,0,0.97718,0.212411,0,3
2.04554,-1.70902,0,0,0,0.997351,0.0727349,0,3
1.11906,-1.66069,0,0,0,-0.999106,0.0422827,0,3
0.170012,-1.7389,0,0,0,-0.999104,0.0423259,0,3
-0.723778,-1.91645,0,0,0,-0.986313,0.164881,0,3
-1.61395,-2.17159,0,0,0,-0.982818,0.184577,0,3
-2.02384,-2.4941,0,0,0,-0.908442,0.41801,0,3
-2.3507,-2.89719,0,0,0,-0.900466,0.434927,0,3
-2.69479,-3.30852,0,0,0,-0.903227,0.429162,0,3
-3.01866,-3.73648,0,0,0,-0.866016,0.500017,0,3
-3.35282,-4.60403,0,0,0,-0.877382,0.479792,0,3
-3.723,-4.99626,0,0,0,-0.949053,0.315116,0,3
-4.58813,-5.40259,0,0,0,-0.959952,0.280166,0,3
-5.00958,-5.70838,0,0,0,-0.949424,0.313998,0,3
-5.8373,-6.06066,0,0,0,-0.976378,0.216071,0,3
