-1.75196,-0.00809171,0,0,0,0.739638,0.673005,0,3
-1.79299,1.44794,0,0,0,0.711383,0.702804,0,3
-1.94164,2.92971,0,0,0,0.744948,0.667123,0,3
-2.11362,4.42002,0,0,0,0.747075,0.664739,0,3
-2.84047,5.47856,0,0,0,-0.989713,0.143065,0,3
-4.29978,5.16971,0,0,0,-0.99631,0.0858254,0,3
-5.29771,5.01426,0,0,0,-0.996862,0.0791574,0,3
-5.98649,4.43919,0,0,0,-0.745791,0.66618,0,3
-6.18114,2.98615,0,0,0,-0.781579,0.623806,0,3
-6.48574,1.53289,0,0,0,-0.781666,0.623697,0,3
-6.7526,0.0654881,0,0,0,-0.751018,0.660282,0,3
-6.94916,-1.40303,0,0,0,-0.752145,0.658997,0,3
